complaint_id,description,latitude,longitude,location_label,category,priority,priority_score,status,department,affected_count,duration_days,synthetic
SYN-CHN-012736,Potential electrical infrastructure hazard reported.,12.865474,80.089704,Chennai synthetic background,Electrical Hazard,MEDIUM,43,PENDING,Electrical / Street Lighting Department,31,7,True
SYN-CHN-004239,Drainage obstruction or drainage-related civic issue reported.,13.074615,80.279872,Anna Salai,Drainage,HIGH,69,RESOLVED,Storm Water Drainage Department,6,1,True
SYN-CHN-002632,Waterlogging or flooding reported after heavy rainfall.,13.023746,80.175989,Mount Poonamallee Road,Flooding,MEDIUM,55,PENDING,Storm Water Drainage Department,19,2,True
SYN-CHN-004666,Damaged or deteriorated public infrastructure reported.,13.070215,80.270054,Anna Salai,Public Infrastructure,MEDIUM,44,IN_PROGRESS,Municipal Engineering Department,2,11,True
SYN-CHN-008599,Damaged road surface reported along a frequently used road.,13.151359,80.282664,North Chennai Corridor,Road Damage,MEDIUM,56,IN_PROGRESS,Roads & Highways Department,22,11,True
SYN-CHN-008553,Traffic signal or traffic-control infrastructure issue reported.,13.139956,80.281856,North Chennai Corridor,Traffic Signal,MEDIUM,42,PENDING,Traffic Police / Traffic Engineering Department,14,10,True
SYN-CHN-007436,Garbage accumulation reported in a public area.,13.105847,80.230532,Perambur High Road,Garbage,LOW,36,RESOLVED,Solid Waste Management Department,11,14,True
SYN-CHN-008137,Damaged or deteriorated public infrastructure reported.,13.134134,80.279398,North Chennai Corridor,Public Infrastructure,LOW,36,ASSIGNED,Municipal Engineering Department,10,11,True
SYN-CHN-004872,Damaged road surface reported along a frequently used road.,12.998306,80.203048,Inner Ring Road,Road Damage,MEDIUM,57,ASSIGNED,Roads & Highways Department,23,2,True
SYN-CHN-003016,Drainage obstruction or drainage-related civic issue reported.,13.073925,80.186094,Poonamallee High Road,Drainage,LOW,36,ASSIGNED,Storm Water Drainage Department,16,7,True
SYN-CHN-009587,Streetlight reported as non-functional near a public road segment.,12.980884,80.220437,Velachery Main Road,Streetlight,MEDIUM,59,PENDING,Electrical / Street Lighting Department,7,10,True
SYN-CHN-011981,Water supply disruption reported by residents.,12.983784,80.210253,Chennai synthetic background,Water Supply,LOW,17,IN_PROGRESS,Water Supply Department,38,10,True
SYN-CHN-012923,Damaged road surface reported along a frequently used road.,13.043734,80.236691,Chennai synthetic background,Road Damage,LOW,10,RESOLVED,Roads & Highways Department,8,2,True
SYN-CHN-005956,Damaged or deteriorated public infrastructure reported.,13.065314,80.21254,100 Feet Road,Public Infrastructure,MEDIUM,44,PENDING,Municipal Engineering Department,3,12,True
SYN-CHN-012734,Pothole reported on the roadway.,13.026036,80.094312,Chennai synthetic background,Pothole,LOW,19,ASSIGNED,Roads & Highways Department,10,0,True
SYN-CHN-001635,Potential electrical infrastructure hazard reported.,12.926727,80.174326,GST Road,Electrical Hazard,MEDIUM,46,RESOLVED,Electrical / Street Lighting Department,7,11,True
SYN-CHN-012883,Streetlight reported as non-functional near a public road segment.,12.855233,80.215508,Chennai synthetic background,Streetlight,LOW,38,IN_PROGRESS,Electrical / Street Lighting Department,8,0,True
SYN-CHN-003222,Damaged road surface reported along a frequently used road.,13.0815,80.212682,Poonamallee High Road,Road Damage,MEDIUM,41,PENDING,Roads & Highways Department,22,6,True
SYN-CHN-000285,Damaged road surface reported along a frequently used road.,12.943585,80.24467,OMR,Road Damage,LOW,33,PENDING,Roads & Highways Department,16,10,True
SYN-CHN-013423,Water supply disruption reported by residents.,12.838637,80.156667,Chennai synthetic background,Water Supply,HIGH,66,ASSIGNED,Water Supply Department,3,0,True
SYN-CHN-009337,Drainage obstruction or drainage-related civic issue reported.,12.960833,80.206011,Velachery Main Road,Drainage,MEDIUM,45,RESOLVED,Storm Water Drainage Department,3,14,True
SYN-CHN-005441,Damaged road surface reported along a frequently used road.,13.005356,80.207499,Inner Ring Road,Road Damage,LOW,10,IN_PROGRESS,Roads & Highways Department,4,12,True
SYN-CHN-014023,Pothole reported on the roadway.,12.991691,80.330134,Chennai synthetic background,Pothole,HIGH,66,IN_PROGRESS,Roads & Highways Department,5,1,True
SYN-CHN-007626,Waterlogging or flooding reported after heavy rainfall.,13.164873,80.249548,Madhavaram High Road,Flooding,MEDIUM,54,ASSIGNED,Storm Water Drainage Department,12,6,True
SYN-CHN-008328,Water supply disruption reported by residents.,13.089625,80.272776,North Chennai Corridor,Water Supply,HIGH,61,RESOLVED,Water Supply Department,26,1,True
SYN-CHN-008661,Damaged road surface reported along a frequently used road.,12.951281,80.279815,East Coast Corridor,Road Damage,LOW,21,RESOLVED,Roads & Highways Department,9,8,True
SYN-CHN-011551,Damaged road surface reported along a frequently used road.,13.19042,80.205131,Red Hills Road,Road Damage,LOW,36,IN_PROGRESS,Roads & Highways Department,3,8,True
SYN-CHN-009741,Drainage obstruction or drainage-related civic issue reported.,12.934507,80.193558,Medavakkam Main Road,Drainage,MEDIUM,56,PENDING,Storm Water Drainage Department,13,8,True
SYN-CHN-014095,Damaged road surface reported along a frequently used road.,13.093051,80.113086,Chennai synthetic background,Road Damage,LOW,29,IN_PROGRESS,Roads & Highways Department,2,13,True
SYN-CHN-010135,Drainage obstruction or drainage-related civic issue reported.,12.953402,80.200696,Medavakkam Main Road,Drainage,LOW,33,ASSIGNED,Storm Water Drainage Department,18,3,True
SYN-CHN-006271,Streetlight reported as non-functional near a public road segment.,13.064229,80.214442,100 Feet Road,Streetlight,CRITICAL,77,PENDING,Electrical / Street Lighting Department,13,11,True
SYN-CHN-004963,Drainage obstruction or drainage-related civic issue reported.,13.053902,80.222116,Inner Ring Road,Drainage,MEDIUM,48,PENDING,Storm Water Drainage Department,15,9,True
SYN-CHN-009031,Damaged or deteriorated public infrastructure reported.,12.992966,80.284888,East Coast Corridor,Public Infrastructure,MEDIUM,41,PENDING,Municipal Engineering Department,6,2,True
SYN-CHN-006072,Potential electrical infrastructure hazard reported.,13.046178,80.202428,100 Feet Road,Electrical Hazard,HIGH,66,PENDING,Electrical / Street Lighting Department,24,6,True
SYN-CHN-007729,Damaged road surface reported along a frequently used road.,13.10523,80.231409,Madhavaram High Road,Road Damage,MEDIUM,50,RESOLVED,Roads & Highways Department,8,5,True
SYN-CHN-013238,Damaged road surface reported along a frequently used road.,12.833998,80.24654,Chennai synthetic background,Road Damage,MEDIUM,46,IN_PROGRESS,Roads & Highways Department,12,14,True
SYN-CHN-011804,Potential electrical infrastructure hazard reported.,12.927783,80.174059,Chennai synthetic background,Electrical Hazard,CRITICAL,90,ASSIGNED,Electrical / Street Lighting Department,14,11,True
SYN-CHN-014085,Streetlight reported as non-functional near a public road segment.,13.094335,80.31015,Chennai synthetic background,Streetlight,HIGH,74,PENDING,Electrical / Street Lighting Department,8,4,True
SYN-CHN-001386,Water supply disruption reported by residents.,12.993663,80.275099,ECR,Water Supply,MEDIUM,55,RESOLVED,Water Supply Department,9,8,True
SYN-CHN-011500,Water supply disruption reported by residents.,13.134039,80.181217,Red Hills Road,Water Supply,CRITICAL,83,RESOLVED,Water Supply Department,2,8,True
SYN-CHN-010573,Pothole reported on the roadway.,12.896672,80.144618,Tambaram Radial Road,Pothole,MEDIUM,41,IN_PROGRESS,Roads & Highways Department,3,13,True
SYN-CHN-002479,Streetlight reported as non-functional near a public road segment.,12.989851,80.134426,Mount Poonamallee Road,Streetlight,HIGH,65,PENDING,Electrical / Street Lighting Department,17,10,True
SYN-CHN-008762,Drainage obstruction or drainage-related civic issue reported.,12.973278,80.281352,East Coast Corridor,Drainage,MEDIUM,51,ASSIGNED,Storm Water Drainage Department,9,2,True
SYN-CHN-003380,Garbage accumulation reported in a public area.,13.077916,80.184904,Poonamallee High Road,Garbage,LOW,21,PENDING,Solid Waste Management Department,3,13,True
SYN-CHN-011389,Pothole reported on the roadway.,13.181137,80.207324,Red Hills Road,Pothole,HIGH,67,PENDING,Roads & Highways Department,6,11,True
SYN-CHN-010076,Damaged road surface reported along a frequently used road.,12.955773,80.205469,Medavakkam Main Road,Road Damage,HIGH,63,IN_PROGRESS,Roads & Highways Department,11,11,True
SYN-CHN-009394,Traffic signal or traffic-control infrastructure issue reported.,12.976572,80.216216,Velachery Main Road,Traffic Signal,CRITICAL,79,IN_PROGRESS,Traffic Police / Traffic Engineering Department,11,14,True
SYN-CHN-013136,Streetlight reported as non-functional near a public road segment.,12.944431,80.31824,Chennai synthetic background,Streetlight,MEDIUM,57,RESOLVED,Electrical / Street Lighting Department,6,7,True
SYN-CHN-004873,Pothole reported on the roadway.,13.096506,80.239674,Inner Ring Road,Pothole,MEDIUM,44,ASSIGNED,Roads & Highways Department,7,1,True
SYN-CHN-003805,Potential electrical infrastructure hazard reported.,13.067234,80.171159,Poonamallee High Road,Electrical Hazard,CRITICAL,76,IN_PROGRESS,Electrical / Street Lighting Department,4,14,True
SYN-CHN-011240,Water supply disruption reported by residents.,13.132725,80.194626,Ambattur Industrial Corridor,Water Supply,HIGH,71,PENDING,Water Supply Department,19,9,True
SYN-CHN-009664,Streetlight reported as non-functional near a public road segment.,12.96455,80.199676,Velachery Main Road,Streetlight,MEDIUM,56,ASSIGNED,Electrical / Street Lighting Department,19,5,True
SYN-CHN-011453,Damaged road surface reported along a frequently used road.,13.161674,80.195986,Red Hills Road,Road Damage,MEDIUM,46,PENDING,Roads & Highways Department,13,5,True
SYN-CHN-003964,Pothole reported on the roadway.,12.99665,80.201306,Anna Salai,Pothole,LOW,34,PENDING,Roads & Highways Department,57,7,True
SYN-CHN-004966,Garbage accumulation reported in a public area.,13.012737,80.210824,Inner Ring Road,Garbage,LOW,14,IN_PROGRESS,Solid Waste Management Department,30,14,True
SYN-CHN-008052,Drainage obstruction or drainage-related civic issue reported.,13.151032,80.286122,North Chennai Corridor,Drainage,LOW,37,IN_PROGRESS,Storm Water Drainage Department,6,11,True
SYN-CHN-011321,Drainage obstruction or drainage-related civic issue reported.,13.170922,80.201037,Red Hills Road,Drainage,MEDIUM,47,IN_PROGRESS,Storm Water Drainage Department,14,13,True
SYN-CHN-007713,Damaged or deteriorated public infrastructure reported.,13.143978,80.248511,Madhavaram High Road,Public Infrastructure,MEDIUM,50,ASSIGNED,Municipal Engineering Department,19,14,True
SYN-CHN-003405,Damaged or deteriorated public infrastructure reported.,13.075516,80.166718,Poonamallee High Road,Public Infrastructure,MEDIUM,46,ASSIGNED,Municipal Engineering Department,10,8,True
SYN-CHN-006498,Pothole reported on the roadway.,13.055005,80.189064,Jawaharlal Nehru Road,Pothole,MEDIUM,48,RESOLVED,Roads & Highways Department,6,14,True
SYN-CHN-002907,Water supply disruption reported by residents.,13.020794,80.174144,Mount Poonamallee Road,Water Supply,MEDIUM,47,RESOLVED,Water Supply Department,11,8,True
SYN-CHN-009975,Damaged road surface reported along a frequently used road.,12.972032,80.218397,Medavakkam Main Road,Road Damage,LOW,33,PENDING,Roads & Highways Department,83,1,True
SYN-CHN-003144,Streetlight reported as non-functional near a public road segment.,13.066213,80.158343,Poonamallee High Road,Streetlight,HIGH,71,IN_PROGRESS,Electrical / Street Lighting Department,1,7,True
SYN-CHN-001040,Pothole reported on the roadway.,12.846862,80.262216,ECR,Pothole,HIGH,61,IN_PROGRESS,Roads & Highways Department,2,2,True
SYN-CHN-005873,Damaged road surface reported along a frequently used road.,13.050667,80.203158,100 Feet Road,Road Damage,MEDIUM,40,RESOLVED,Roads & Highways Department,10,5,True
SYN-CHN-001618,Streetlight reported as non-functional near a public road segment.,13.007502,80.191285,GST Road,Streetlight,LOW,32,ASSIGNED,Electrical / Street Lighting Department,2,8,True
SYN-CHN-011225,Streetlight reported as non-functional near a public road segment.,13.126268,80.189869,Ambattur Industrial Corridor,Streetlight,HIGH,60,PENDING,Electrical / Street Lighting Department,41,1,True
SYN-CHN-005814,Streetlight reported as non-functional near a public road segment.,13.044834,80.200517,100 Feet Road,Streetlight,HIGH,69,IN_PROGRESS,Electrical / Street Lighting Department,7,8,True
SYN-CHN-001214,Streetlight reported as non-functional near a public road segment.,12.969174,80.273976,ECR,Streetlight,HIGH,70,PENDING,Electrical / Street Lighting Department,17,10,True
SYN-CHN-006546,Garbage accumulation reported in a public area.,13.089617,80.21423,Jawaharlal Nehru Road,Garbage,LOW,19,IN_PROGRESS,Solid Waste Management Department,3,8,True
SYN-CHN-011147,Water supply disruption reported by residents.,13.096347,80.143158,Ambattur Industrial Corridor,Water Supply,MEDIUM,51,PENDING,Water Supply Department,22,6,True
SYN-CHN-013313,Potential electrical infrastructure hazard reported.,12.948472,80.273426,Chennai synthetic background,Electrical Hazard,MEDIUM,57,ASSIGNED,Electrical / Street Lighting Department,9,0,True
SYN-CHN-004904,Streetlight reported as non-functional near a public road segment.,13.064374,80.226592,Inner Ring Road,Streetlight,CRITICAL,95,RESOLVED,Electrical / Street Lighting Department,7,10,True
SYN-CHN-013086,Damaged or deteriorated public infrastructure reported.,12.837052,80.271284,Chennai synthetic background,Public Infrastructure,LOW,36,RESOLVED,Municipal Engineering Department,17,0,True
SYN-CHN-003782,Pothole reported on the roadway.,13.07113,80.166509,Poonamallee High Road,Pothole,LOW,33,IN_PROGRESS,Roads & Highways Department,3,9,True
SYN-CHN-007874,Pothole reported on the roadway.,13.114859,80.235899,Madhavaram High Road,Pothole,HIGH,64,RESOLVED,Roads & Highways Department,2,2,True
SYN-CHN-003547,Pothole reported on the roadway.,13.07256,80.177243,Poonamallee High Road,Pothole,MEDIUM,53,IN_PROGRESS,Roads & Highways Department,1,0,True
SYN-CHN-006416,Damaged road surface reported along a frequently used road.,13.028757,80.173712,Jawaharlal Nehru Road,Road Damage,MEDIUM,56,PENDING,Roads & Highways Department,29,8,True
SYN-CHN-010938,Pothole reported on the roadway.,13.092622,80.142511,Ambattur Industrial Corridor,Pothole,MEDIUM,44,PENDING,Roads & Highways Department,3,1,True
SYN-CHN-004964,Drainage obstruction or drainage-related civic issue reported.,13.06866,80.231069,Inner Ring Road,Drainage,LOW,33,PENDING,Storm Water Drainage Department,6,8,True
SYN-CHN-009060,Streetlight reported as non-functional near a public road segment.,12.924638,80.272179,East Coast Corridor,Streetlight,MEDIUM,59,ASSIGNED,Electrical / Street Lighting Department,25,6,True
SYN-CHN-013037,Pothole reported on the roadway.,13.045289,80.215378,Chennai synthetic background,Pothole,LOW,19,PENDING,Roads & Highways Department,9,7,True
SYN-CHN-002910,Garbage accumulation reported in a public area.,13.027399,80.174206,Mount Poonamallee Road,Garbage,LOW,18,PENDING,Solid Waste Management Department,4,7,True
SYN-CHN-009746,Garbage accumulation reported in a public area.,12.943315,80.193878,Medavakkam Main Road,Garbage,MEDIUM,41,PENDING,Solid Waste Management Department,12,6,True
SYN-CHN-007249,Damaged road surface reported along a frequently used road.,13.106777,80.223965,Perambur High Road,Road Damage,MEDIUM,47,IN_PROGRESS,Roads & Highways Department,8,4,True
SYN-CHN-005372,Pothole reported on the roadway.,13.084131,80.236198,Inner Ring Road,Pothole,LOW,13,RESOLVED,Roads & Highways Department,3,0,True
SYN-CHN-002316,Streetlight reported as non-functional near a public road segment.,12.931293,80.17971,GST Road,Streetlight,MEDIUM,44,ASSIGNED,Electrical / Street Lighting Department,42,12,True
SYN-CHN-008705,Drainage obstruction or drainage-related civic issue reported.,12.868184,80.262423,East Coast Corridor,Drainage,MEDIUM,52,RESOLVED,Storm Water Drainage Department,4,13,True
SYN-CHN-001218,Damaged road surface reported along a frequently used road.,12.835792,80.252613,ECR,Road Damage,HIGH,60,RESOLVED,Roads & Highways Department,2,11,True
SYN-CHN-009898,Garbage accumulation reported in a public area.,12.940977,80.196157,Medavakkam Main Road,Garbage,LOW,28,PENDING,Solid Waste Management Department,10,4,True
SYN-CHN-011226,Drainage obstruction or drainage-related civic issue reported.,13.10892,80.166932,Ambattur Industrial Corridor,Drainage,LOW,27,PENDING,Storm Water Drainage Department,29,4,True
SYN-CHN-011325,Waterlogging or flooding reported after heavy rainfall.,13.134022,80.189242,Red Hills Road,Flooding,MEDIUM,49,IN_PROGRESS,Storm Water Drainage Department,31,8,True
SYN-CHN-005569,Potential electrical infrastructure hazard reported.,13.084994,80.234303,Inner Ring Road,Electrical Hazard,CRITICAL,75,ASSIGNED,Electrical / Street Lighting Department,5,4,True
SYN-CHN-008457,Traffic signal or traffic-control infrastructure issue reported.,13.156857,80.286461,North Chennai Corridor,Traffic Signal,MEDIUM,41,PENDING,Traffic Police / Traffic Engineering Department,4,14,True
SYN-CHN-009270,Drainage obstruction or drainage-related civic issue reported.,12.971217,80.205541,Velachery Main Road,Drainage,MEDIUM,58,PENDING,Storm Water Drainage Department,13,6,True
SYN-CHN-008105,Pothole reported on the roadway.,13.162978,80.28926,North Chennai Corridor,Pothole,MEDIUM,55,PENDING,Roads & Highways Department,17,9,True
SYN-CHN-012826,Damaged or deteriorated public infrastructure reported.,13.079805,80.228779,Chennai synthetic background,Public Infrastructure,LOW,21,PENDING,Municipal Engineering Department,5,3,True
SYN-CHN-009800,Traffic signal or traffic-control infrastructure issue reported.,12.936817,80.192724,Medavakkam Main Road,Traffic Signal,HIGH,66,ASSIGNED,Traffic Police / Traffic Engineering Department,24,12,True
SYN-CHN-000451,Damaged road surface reported along a frequently used road.,12.843465,80.229029,OMR,Road Damage,HIGH,60,RESOLVED,Roads & Highways Department,25,5,True
SYN-CHN-011382,Garbage accumulation reported in a public area.,13.127123,80.18597,Red Hills Road,Garbage,MEDIUM,56,RESOLVED,Solid Waste Management Department,10,9,True
SYN-CHN-013887,Pothole reported on the roadway.,12.839235,80.113942,Chennai synthetic background,Pothole,MEDIUM,42,RESOLVED,Roads & Highways Department,6,3,True
SYN-CHN-012525,Garbage accumulation reported in a public area.,13.015866,80.330669,Chennai synthetic background,Garbage,LOW,21,IN_PROGRESS,Solid Waste Management Department,42,7,True
SYN-CHN-009408,Pothole reported on the roadway.,12.98183,80.222764,Velachery Main Road,Pothole,LOW,37,PENDING,Roads & Highways Department,5,11,True
SYN-CHN-006659,Drainage obstruction or drainage-related civic issue reported.,13.080409,80.204645,Jawaharlal Nehru Road,Drainage,LOW,25,RESOLVED,Storm Water Drainage Department,5,10,True
SYN-CHN-010653,Damaged road surface reported along a frequently used road.,12.923086,80.164221,Tambaram Radial Road,Road Damage,HIGH,65,IN_PROGRESS,Roads & Highways Department,13,2,True
SYN-CHN-010982,Drainage obstruction or drainage-related civic issue reported.,13.110168,80.161682,Ambattur Industrial Corridor,Drainage,LOW,36,ASSIGNED,Storm Water Drainage Department,8,0,True
SYN-CHN-013305,Water supply disruption reported by residents.,12.843837,80.124913,Chennai synthetic background,Water Supply,HIGH,64,PENDING,Water Supply Department,5,12,True
SYN-CHN-006626,Traffic signal or traffic-control infrastructure issue reported.,13.073915,80.200796,Jawaharlal Nehru Road,Traffic Signal,HIGH,73,ASSIGNED,Traffic Police / Traffic Engineering Department,3,2,True
SYN-CHN-002125,Damaged road surface reported along a frequently used road.,13.003245,80.197406,GST Road,Road Damage,MEDIUM,59,RESOLVED,Roads & Highways Department,4,6,True
SYN-CHN-007635,Potential electrical infrastructure hazard reported.,13.112979,80.229317,Madhavaram High Road,Electrical Hazard,CRITICAL,76,PENDING,Electrical / Street Lighting Department,1,14,True
SYN-CHN-010417,Damaged road surface reported along a frequently used road.,12.897173,80.150847,Tambaram Radial Road,Road Damage,MEDIUM,47,ASSIGNED,Roads & Highways Department,9,6,True
SYN-CHN-003315,Water supply disruption reported by residents.,13.062287,80.130107,Poonamallee High Road,Water Supply,HIGH,67,ASSIGNED,Water Supply Department,9,3,True
SYN-CHN-003560,Pothole reported on the roadway.,13.06268,80.137126,Poonamallee High Road,Pothole,MEDIUM,52,PENDING,Roads & Highways Department,3,13,True
SYN-CHN-002985,Damaged or deteriorated public infrastructure reported.,13.016887,80.168343,Mount Poonamallee Road,Public Infrastructure,MEDIUM,49,RESOLVED,Municipal Engineering Department,6,7,True
SYN-CHN-002376,Damaged or deteriorated public infrastructure reported.,12.896383,80.171169,GST Road,Public Infrastructure,MEDIUM,55,RESOLVED,Municipal Engineering Department,23,12,True
SYN-CHN-012103,Potential electrical infrastructure hazard reported.,12.908123,80.307295,Chennai synthetic background,Electrical Hazard,HIGH,64,RESOLVED,Electrical / Street Lighting Department,5,13,True
SYN-CHN-008982,Damaged road surface reported along a frequently used road.,13.019373,80.287922,East Coast Corridor,Road Damage,HIGH,68,IN_PROGRESS,Roads & Highways Department,10,14,True
SYN-CHN-001484,Damaged road surface reported along a frequently used road.,12.82,80.249174,ECR,Road Damage,LOW,35,PENDING,Roads & Highways Department,11,4,True
SYN-CHN-011538,Traffic signal or traffic-control infrastructure issue reported.,13.174666,80.201543,Red Hills Road,Traffic Signal,MEDIUM,45,ASSIGNED,Traffic Police / Traffic Engineering Department,13,0,True
SYN-CHN-008014,Potential electrical infrastructure hazard reported.,13.123751,80.239779,Madhavaram High Road,Electrical Hazard,HIGH,65,IN_PROGRESS,Electrical / Street Lighting Department,5,6,True
SYN-CHN-014074,Pothole reported on the roadway.,13.116837,80.261058,Chennai synthetic background,Pothole,MEDIUM,58,RESOLVED,Roads & Highways Department,11,12,True
SYN-CHN-008865,Drainage obstruction or drainage-related civic issue reported.,12.990557,80.286246,East Coast Corridor,Drainage,HIGH,68,IN_PROGRESS,Storm Water Drainage Department,2,11,True
SYN-CHN-008873,Damaged road surface reported along a frequently used road.,13.136447,80.306832,East Coast Corridor,Road Damage,MEDIUM,47,ASSIGNED,Roads & Highways Department,29,3,True
SYN-CHN-000178,Damaged or deteriorated public infrastructure reported.,13.016222,80.2448,OMR,Public Infrastructure,LOW,34,PENDING,Municipal Engineering Department,10,10,True
SYN-CHN-013623,Drainage obstruction or drainage-related civic issue reported.,12.956521,80.336725,Chennai synthetic background,Drainage,LOW,30,PENDING,Storm Water Drainage Department,5,8,True
SYN-CHN-004316,Pothole reported on the roadway.,13.061484,80.265847,Anna Salai,Pothole,MEDIUM,55,IN_PROGRESS,Roads & Highways Department,20,1,True
SYN-CHN-011174,Drainage obstruction or drainage-related civic issue reported.,13.113586,80.17615,Ambattur Industrial Corridor,Drainage,MEDIUM,56,RESOLVED,Storm Water Drainage Department,16,10,True
SYN-CHN-004852,Garbage accumulation reported in a public area.,13.061834,80.223501,Inner Ring Road,Garbage,LOW,26,IN_PROGRESS,Solid Waste Management Department,12,0,True
SYN-CHN-009764,Pothole reported on the roadway.,12.970725,80.213617,Medavakkam Main Road,Pothole,MEDIUM,54,PENDING,Roads & Highways Department,6,9,True
SYN-CHN-000458,Water supply disruption reported by residents.,12.92525,80.239827,OMR,Water Supply,MEDIUM,58,ASSIGNED,Water Supply Department,21,7,True
SYN-CHN-003747,Potential electrical infrastructure hazard reported.,13.086338,80.250347,Poonamallee High Road,Electrical Hazard,MEDIUM,59,RESOLVED,Electrical / Street Lighting Department,4,5,True
SYN-CHN-013585,Garbage accumulation reported in a public area.,13.138972,80.329212,Chennai synthetic background,Garbage,LOW,31,RESOLVED,Solid Waste Management Department,8,3,True
SYN-CHN-005273,Damaged road surface reported along a frequently used road.,13.090082,80.238739,Inner Ring Road,Road Damage,MEDIUM,42,RESOLVED,Roads & Highways Department,26,4,True
SYN-CHN-007013,Streetlight reported as non-functional near a public road segment.,13.096544,80.212693,Jawaharlal Nehru Road,Streetlight,MEDIUM,53,PENDING,Electrical / Street Lighting Department,10,12,True
SYN-CHN-005934,Pothole reported on the roadway.,13.036544,80.198291,100 Feet Road,Pothole,MEDIUM,40,ASSIGNED,Roads & Highways Department,52,9,True
SYN-CHN-000064,Water supply disruption reported by residents.,12.978955,80.245461,OMR,Water Supply,HIGH,70,PENDING,Water Supply Department,7,10,True
SYN-CHN-001660,Streetlight reported as non-functional near a public road segment.,12.873346,80.161091,GST Road,Streetlight,CRITICAL,79,PENDING,Electrical / Street Lighting Department,2,9,True
SYN-CHN-001023,Waterlogging or flooding reported after heavy rainfall.,12.894339,80.265054,ECR,Flooding,MEDIUM,57,PENDING,Storm Water Drainage Department,8,10,True
SYN-CHN-001490,Damaged or deteriorated public infrastructure reported.,12.986441,80.273675,ECR,Public Infrastructure,MEDIUM,50,RESOLVED,Municipal Engineering Department,2,5,True
SYN-CHN-009129,Drainage obstruction or drainage-related civic issue reported.,12.986542,80.231715,Velachery Main Road,Drainage,MEDIUM,46,PENDING,Storm Water Drainage Department,19,8,True
SYN-CHN-006272,Pothole reported on the roadway.,13.061042,80.207016,100 Feet Road,Pothole,MEDIUM,59,PENDING,Roads & Highways Department,9,4,True
SYN-CHN-013867,Damaged or deteriorated public infrastructure reported.,13.127064,80.281679,Chennai synthetic background,Public Infrastructure,LOW,34,ASSIGNED,Municipal Engineering Department,3,7,True
SYN-CHN-010375,Potential electrical infrastructure hazard reported.,12.926647,80.171261,Tambaram Radial Road,Electrical Hazard,CRITICAL,83,RESOLVED,Electrical / Street Lighting Department,5,4,True
SYN-CHN-002639,Drainage obstruction or drainage-related civic issue reported.,12.995478,80.141456,Mount Poonamallee Road,Drainage,MEDIUM,54,PENDING,Storm Water Drainage Department,1,6,True
SYN-CHN-005708,Potential electrical infrastructure hazard reported.,13.0375,80.201795,100 Feet Road,Electrical Hazard,HIGH,70,PENDING,Electrical / Street Lighting Department,25,8,True
SYN-CHN-008782,Potential electrical infrastructure hazard reported.,13.062266,80.295084,East Coast Corridor,Electrical Hazard,CRITICAL,77,IN_PROGRESS,Electrical / Street Lighting Department,22,6,True
SYN-CHN-010131,Streetlight reported as non-functional near a public road segment.,12.941822,80.200249,Medavakkam Main Road,Streetlight,CRITICAL,79,RESOLVED,Electrical / Street Lighting Department,5,12,True
SYN-CHN-010561,Streetlight reported as non-functional near a public road segment.,12.909198,80.156999,Tambaram Radial Road,Streetlight,LOW,29,RESOLVED,Electrical / Street Lighting Department,32,0,True
SYN-CHN-006934,Pothole reported on the roadway.,13.026387,80.171672,Jawaharlal Nehru Road,Pothole,HIGH,68,IN_PROGRESS,Roads & Highways Department,9,1,True
SYN-CHN-013123,Water supply disruption reported by residents.,13.157706,80.329794,Chennai synthetic background,Water Supply,HIGH,69,ASSIGNED,Water Supply Department,15,9,True
SYN-CHN-000380,Drainage obstruction or drainage-related civic issue reported.,12.966282,80.247216,OMR,Drainage,MEDIUM,43,PENDING,Storm Water Drainage Department,2,9,True
SYN-CHN-007573,Streetlight reported as non-functional near a public road segment.,13.120141,80.236605,Madhavaram High Road,Streetlight,MEDIUM,56,PENDING,Electrical / Street Lighting Department,7,6,True
SYN-CHN-003708,Drainage obstruction or drainage-related civic issue reported.,13.07561,80.193753,Poonamallee High Road,Drainage,LOW,18,IN_PROGRESS,Storm Water Drainage Department,4,12,True
SYN-CHN-004786,Streetlight reported as non-functional near a public road segment.,13.053903,80.252025,Anna Salai,Streetlight,MEDIUM,40,RESOLVED,Electrical / Street Lighting Department,37,8,True
SYN-CHN-007947,Streetlight reported as non-functional near a public road segment.,13.153975,80.247302,Madhavaram High Road,Streetlight,HIGH,73,RESOLVED,Electrical / Street Lighting Department,9,8,True
SYN-CHN-007815,Pothole reported on the roadway.,13.104743,80.229148,Madhavaram High Road,Pothole,MEDIUM,56,PENDING,Roads & Highways Department,4,0,True
SYN-CHN-004606,Drainage obstruction or drainage-related civic issue reported.,13.077845,80.276577,Anna Salai,Drainage,MEDIUM,46,RESOLVED,Storm Water Drainage Department,4,7,True
SYN-CHN-004394,Streetlight reported as non-functional near a public road segment.,13.013437,80.212201,Anna Salai,Streetlight,MEDIUM,53,PENDING,Electrical / Street Lighting Department,2,14,True
SYN-CHN-006077,Streetlight reported as non-functional near a public road segment.,13.05506,80.20583,100 Feet Road,Streetlight,MEDIUM,58,PENDING,Electrical / Street Lighting Department,9,2,True
SYN-CHN-006693,Water supply disruption reported by residents.,13.074634,80.205953,Jawaharlal Nehru Road,Water Supply,HIGH,65,PENDING,Water Supply Department,5,13,True
